datetime_beginning_utc,datetime_beginning_ept,datetime_ending_utc,datetime_ending_ept,load_area,prelim_load_avg_hourly
11/1/2019 4:00:00 AM,11/1/2019 12:00:00 AM,11/1/2019 5:00:00 AM,11/1/2019 1:00:00 AM,MIDATL,22894.8
11/1/2019 5:00:00 AM,11/1/2019 1:00:00 AM,11/1/2019 6:00:00 AM,11/1/2019 2:00:00 AM,MIDATL,21659.7
11/1/2019 6:00:00 AM,11/1/2019 2:00:00 AM,11/1/2019 7:00:00 AM,11/1/2019 3:00:00 AM,MIDATL,21000.3
11/1/2019 7:00:00 AM,11/1/2019 3:00:00 AM,11/1/2019 8:00:00 AM,11/1/2019 4:00:00 AM,MIDATL,20974.4
11/1/2019 8:00:00 AM,11/1/2019 4:00:00 AM,11/1/2019 9:00:00 AM,11/1/2019 5:00:00 AM,MIDATL,21489.6
11/1/2019 9:00:00 AM,11/1/2019 5:00:00 AM,11/1/2019 10:00:00 AM,11/1/2019 6:00:00 AM,MIDATL,23229.3
11/1/2019 10:00:00 AM,11/1/2019 6:00:00 AM,11/1/2019 11:00:00 AM,11/1/2019 7:00:00 AM,MIDATL,26346.3
11/1/2019 11:00:00 AM,11/1/2019 7:00:00 AM,11/1/2019 12:00:00 PM,11/1/2019 8:00:00 AM,MIDATL,28511.5
11/1/2019 12:00:00 PM,11/1/2019 8:00:00 AM,11/1/2019 1:00:00 PM,11/1/2019 9:00:00 AM,MIDATL,28744.9
11/1/2019 1:00:00 PM,11/1/2019 9:00:00 AM,11/1/2019 2:00:00 PM,11/1/2019 10:00:00 AM,MIDATL,28240.3
11/1/2019 2:00:00 PM,11/1/2019 10:00:00 AM,11/1/2019 3:00:00 PM,11/1/2019 11:00:00 AM,MIDATL,27820.1
11/1/2019 3:00:00 PM,11/1/2019 11:00:00 AM,11/1/2019 4:00:00 PM,11/1/2019 12:00:00 PM,MIDATL,27347.5
11/1/2019 4:00:00 PM,11/1/2019 12:00:00 PM,11/1/2019 5:00:00 PM,11/1/2019 1:00:00 PM,MIDATL,26904.0
11/1/2019 5:00:00 PM,11/1/2019 1:00:00 PM,11/1/2019 6:00:00 PM,11/1/2019 2:00:00 PM,MIDATL,26649.4
11/1/2019 6:00:00 PM,11/1/2019 2:00:00 PM,11/1/2019 7:00:00 PM,11/1/2019 3:00:00 PM,MIDATL,26475.3
11/1/2019 7:00:00 PM,11/1/2019 3:00:00 PM,11/1/2019 8:00:00 PM,11/1/2019 4:00:00 PM,MIDATL,26691.8
11/1/2019 8:00:00 PM,11/1/2019 4:00:00 PM,11/1/2019 9:00:00 PM,11/1/2019 5:00:00 PM,MIDATL,27454.9
11/1/2019 9:00:00 PM,11/1/2019 5:00:00 PM,11/1/2019 10:00:00 PM,11/1/2019 6:00:00 PM,MIDATL,28432.2
11/1/2019 10:00:00 PM,11/1/2019 6:00:00 PM,11/1/2019 11:00:00 PM,11/1/2019 7:00:00 PM,MIDATL,29803.9
11/1/2019 11:00:00 PM,11/1/2019 7:00:00 PM,11/2/2019 12:00:00 AM,11/1/2019 8:00:00 PM,MIDATL,29879.7
11/2/2019 12:00:00 AM,11/1/2019 8:00:00 PM,11/2/2019 1:00:00 AM,11/1/2019 9:00:00 PM,MIDATL,29369.9
11/2/2019 1:00:00 AM,11/1/2019 9:00:00 PM,11/2/2019 2:00:00 AM,11/1/2019 10:00:00 PM,MIDATL,28509.6
11/2/2019 2:00:00 AM,11/1/2019 10:00:00 PM,11/2/2019 3:00:00 AM,11/1/2019 11:00:00 PM,MIDATL,27155.9
11/2/2019 3:00:00 AM,11/1/2019 11:00:00 PM,11/2/2019 4:00:00 AM,11/2/2019 12:00:00 AM,MIDATL,25679.1
11/2/2019 4:00:00 AM,11/2/2019 12:00:00 AM,11/2/2019 5:00:00 AM,11/2/2019 1:00:00 AM,MIDATL,24489.5
11/2/2019 5:00:00 AM,11/2/2019 1:00:00 AM,11/2/2019 6:00:00 AM,11/2/2019 2:00:00 AM,MIDATL,23815.6
11/2/2019 6:00:00 AM,11/2/2019 2:00:00 AM,11/2/2019 7:00:00 AM,11/2/2019 3:00:00 AM,MIDATL,23495.1
11/2/2019 7:00:00 AM,11/2/2019 3:00:00 AM,11/2/2019 8:00:00 AM,11/2/2019 4:00:00 AM,MIDATL,23461.7
11/2/2019 8:00:00 AM,11/2/2019 4:00:00 AM,11/2/2019 9:00:00 AM,11/2/2019 5:00:00 AM,MIDATL,23778.6
11/2/2019 9:00:00 AM,11/2/2019 5:00:00 AM,11/2/2019 10:00:00 AM,11/2/2019 6:00:00 AM,MIDATL,24686.9
11/2/2019 10:00:00 AM,11/2/2019 6:00:00 AM,11/2/2019 11:00:00 AM,11/2/2019 7:00:00 AM,MIDATL,26136.0
11/2/2019 11:00:00 AM,11/2/2019 7:00:00 AM,11/2/2019 12:00:00 PM,11/2/2019 8:00:00 AM,MIDATL,27628.8
11/2/2019 12:00:00 PM,11/2/2019 8:00:00 AM,11/2/2019 1:00:00 PM,11/2/2019 9:00:00 AM,MIDATL,28452.4
11/2/2019 1:00:00 PM,11/2/2019 9:00:00 AM,11/2/2019 2:00:00 PM,11/2/2019 10:00:00 AM,MIDATL,27955.2
11/2/2019 2:00:00 PM,11/2/2019 10:00:00 AM,11/2/2019 3:00:00 PM,11/2/2019 11:00:00 AM,MIDATL,26980.6
11/2/2019 3:00:00 PM,11/2/2019 11:00:00 AM,11/2/2019 4:00:00 PM,11/2/2019 12:00:00 PM,MIDATL,26063.3
11/2/2019 4:00:00 PM,11/2/2019 12:00:00 PM,11/2/2019 5:00:00 PM,11/2/2019 1:00:00 PM,MIDATL,25257.2
11/2/2019 5:00:00 PM,11/2/2019 1:00:00 PM,11/2/2019 6:00:00 PM,11/2/2019 2:00:00 PM,MIDATL,24672.0
11/2/2019 6:00:00 PM,11/2/2019 2:00:00 PM,11/2/2019 7:00:00 PM,11/2/2019 3:00:00 PM,MIDATL,24362.7
11/2/2019 7:00:00 PM,11/2/2019 3:00:00 PM,11/2/2019 8:00:00 PM,11/2/2019 4:00:00 PM,MIDATL,24506.1
11/2/2019 8:00:00 PM,11/2/2019 4:00:00 PM,11/2/2019 9:00:00 PM,11/2/2019 5:00:00 PM,MIDATL,25192.8
11/2/2019 9:00:00 PM,11/2/2019 5:00:00 PM,11/2/2019 10:00:00 PM,11/2/2019 6:00:00 PM,MIDATL,26291.7
11/2/2019 10:00:00 PM,11/2/2019 6:00:00 PM,11/2/2019 11:00:00 PM,11/2/2019 7:00:00 PM,MIDATL,27962.2
11/2/2019 11:00:00 PM,11/2/2019 7:00:00 PM,11/3/2019 12:00:00 AM,11/2/2019 8:00:00 PM,MIDATL,28229.9
11/3/2019 12:00:00 AM,11/2/2019 8:00:00 PM,11/3/2019 1:00:00 AM,11/2/2019 9:00:00 PM,MIDATL,27943.2
11/3/2019 1:00:00 AM,11/2/2019 9:00:00 PM,11/3/2019 2:00:00 AM,11/2/2019 10:00:00 PM,MIDATL,27363.3
11/3/2019 2:00:00 AM,11/2/2019 10:00:00 PM,11/3/2019 3:00:00 AM,11/2/2019 11:00:00 PM,MIDATL,26350.8
11/3/2019 3:00:00 AM,11/2/2019 11:00:00 PM,11/3/2019 4:00:00 AM,11/3/2019 12:00:00 AM,MIDATL,25196.5
11/3/2019 4:00:00 AM,11/3/2019 12:00:00 AM,11/3/2019 5:00:00 AM,11/3/2019 1:00:00 AM,MIDATL,24198.6
11/3/2019 5:00:00 AM,11/3/2019 1:00:00 AM,11/3/2019 6:00:00 AM,11/3/2019 1:00:00 AM,MIDATL,23563.1
11/3/2019 6:00:00 AM,11/3/2019 1:00:00 AM,11/3/2019 7:00:00 AM,11/3/2019 2:00:00 AM,MIDATL,23183.2
11/3/2019 7:00:00 AM,11/3/2019 2:00:00 AM,11/3/2019 8:00:00 AM,11/3/2019 3:00:00 AM,MIDATL,23062.1
11/3/2019 8:00:00 AM,11/3/2019 3:00:00 AM,11/3/2019 9:00:00 AM,11/3/2019 4:00:00 AM,MIDATL,23120.7
11/3/2019 9:00:00 AM,11/3/2019 4:00:00 AM,11/3/2019 10:00:00 AM,11/3/2019 5:00:00 AM,MIDATL,23464.6
11/3/2019 10:00:00 AM,11/3/2019 5:00:00 AM,11/3/2019 11:00:00 AM,11/3/2019 6:00:00 AM,MIDATL,24259.2
11/3/2019 11:00:00 AM,11/3/2019 6:00:00 AM,11/3/2019 12:00:00 PM,11/3/2019 7:00:00 AM,MIDATL,25302.6
11/3/2019 12:00:00 PM,11/3/2019 7:00:00 AM,11/3/2019 1:00:00 PM,11/3/2019 8:00:00 AM,MIDATL,26090.4
11/3/2019 1:00:00 PM,11/3/2019 8:00:00 AM,11/3/2019 2:00:00 PM,11/3/2019 9:00:00 AM,MIDATL,26109.1
11/3/2019 2:00:00 PM,11/3/2019 9:00:00 AM,11/3/2019 3:00:00 PM,11/3/2019 10:00:00 AM,MIDATL,25662.1
11/3/2019 3:00:00 PM,11/3/2019 10:00:00 AM,11/3/2019 4:00:00 PM,11/3/2019 11:00:00 AM,MIDATL,25198.1
11/3/2019 4:00:00 PM,11/3/2019 11:00:00 AM,11/3/2019 5:00:00 PM,11/3/2019 12:00:00 PM,MIDATL,24882.3
11/3/2019 5:00:00 PM,11/3/2019 12:00:00 PM,11/3/2019 6:00:00 PM,11/3/2019 1:00:00 PM,MIDATL,24696.4
11/3/2019 6:00:00 PM,11/3/2019 1:00:00 PM,11/3/2019 7:00:00 PM,11/3/2019 2:00:00 PM,MIDATL,24709.0
11/3/2019 7:00:00 PM,11/3/2019 2:00:00 PM,11/3/2019 8:00:00 PM,11/3/2019 3:00:00 PM,MIDATL,25020.6
11/3/2019 8:00:00 PM,11/3/2019 3:00:00 PM,11/3/2019 9:00:00 PM,11/3/2019 4:00:00 PM,MIDATL,25776.2
11/3/2019 9:00:00 PM,11/3/2019 4:00:00 PM,11/3/2019 10:00:00 PM,11/3/2019 5:00:00 PM,MIDATL,27235.8
11/3/2019 10:00:00 PM,11/3/2019 5:00:00 PM,11/3/2019 11:00:00 PM,11/3/2019 6:00:00 PM,MIDATL,29477.8
11/3/2019 11:00:00 PM,11/3/2019 6:00:00 PM,11/4/2019 12:00:00 AM,11/3/2019 7:00:00 PM,MIDATL,29983.6
11/4/2019 12:00:00 AM,11/3/2019 7:00:00 PM,11/4/2019 1:00:00 AM,11/3/2019 8:00:00 PM,MIDATL,29814.5
11/4/2019 1:00:00 AM,11/3/2019 8:00:00 PM,11/4/2019 2:00:00 AM,11/3/2019 9:00:00 PM,MIDATL,29257.8
11/4/2019 2:00:00 AM,11/3/2019 9:00:00 PM,11/4/2019 3:00:00 AM,11/3/2019 10:00:00 PM,MIDATL,28159.2
11/4/2019 3:00:00 AM,11/3/2019 10:00:00 PM,11/4/2019 4:00:00 AM,11/3/2019 11:00:00 PM,MIDATL,26796.1
11/4/2019 4:00:00 AM,11/3/2019 11:00:00 PM,11/4/2019 5:00:00 AM,11/4/2019 12:00:00 AM,MIDATL,25549.3
11/4/2019 5:00:00 AM,11/4/2019 12:00:00 AM,11/4/2019 6:00:00 AM,11/4/2019 1:00:00 AM,MIDATL,24773.0
11/4/2019 6:00:00 AM,11/4/2019 1:00:00 AM,11/4/2019 7:00:00 AM,11/4/2019 2:00:00 AM,MIDATL,24459.0
11/4/2019 7:00:00 AM,11/4/2019 2:00:00 AM,11/4/2019 8:00:00 AM,11/4/2019 3:00:00 AM,MIDATL,24441.6
11/4/2019 8:00:00 AM,11/4/2019 3:00:00 AM,11/4/2019 9:00:00 AM,11/4/2019 4:00:00 AM,MIDATL,24706.5
11/4/2019 9:00:00 AM,11/4/2019 4:00:00 AM,11/4/2019 10:00:00 AM,11/4/2019 5:00:00 AM,MIDATL,25792.3
11/4/2019 10:00:00 AM,11/4/2019 5:00:00 AM,11/4/2019 11:00:00 AM,11/4/2019 6:00:00 AM,MIDATL,28192.7
11/4/2019 11:00:00 AM,11/4/2019 6:00:00 AM,11/4/2019 12:00:00 PM,11/4/2019 7:00:00 AM,MIDATL,31285.8
11/4/2019 12:00:00 PM,11/4/2019 7:00:00 AM,11/4/2019 1:00:00 PM,11/4/2019 8:00:00 AM,MIDATL,32272.9
11/4/2019 1:00:00 PM,11/4/2019 8:00:00 AM,11/4/2019 2:00:00 PM,11/4/2019 9:00:00 AM,MIDATL,31123.2
11/4/2019 2:00:00 PM,11/4/2019 9:00:00 AM,11/4/2019 3:00:00 PM,11/4/2019 10:00:00 AM,MIDATL,29818.6
11/4/2019 3:00:00 PM,11/4/2019 10:00:00 AM,11/4/2019 4:00:00 PM,11/4/2019 11:00:00 AM,MIDATL,28977.7
11/4/2019 4:00:00 PM,11/4/2019 11:00:00 AM,11/4/2019 5:00:00 PM,11/4/2019 12:00:00 PM,MIDATL,28320.8
11/4/2019 5:00:00 PM,11/4/2019 12:00:00 PM,11/4/2019 6:00:00 PM,11/4/2019 1:00:00 PM,MIDATL,28011.0
11/4/2019 6:00:00 PM,11/4/2019 1:00:00 PM,11/4/2019 7:00:00 PM,11/4/2019 2:00:00 PM,MIDATL,28068.8
11/4/2019 7:00:00 PM,11/4/2019 2:00:00 PM,11/4/2019 8:00:00 PM,11/4/2019 3:00:00 PM,MIDATL,28165.0
11/4/2019 8:00:00 PM,11/4/2019 3:00:00 PM,11/4/2019 9:00:00 PM,11/4/2019 4:00:00 PM,MIDATL,28660.7
11/4/2019 9:00:00 PM,11/4/2019 4:00:00 PM,11/4/2019 10:00:00 PM,11/4/2019 5:00:00 PM,MIDATL,29859.6
11/4/2019 10:00:00 PM,11/4/2019 5:00:00 PM,11/4/2019 11:00:00 PM,11/4/2019 6:00:00 PM,MIDATL,31930.9
11/4/2019 11:00:00 PM,11/4/2019 6:00:00 PM,11/5/2019 12:00:00 AM,11/4/2019 7:00:00 PM,MIDATL,32054.1
11/5/2019 12:00:00 AM,11/4/2019 7:00:00 PM,11/5/2019 1:00:00 AM,11/4/2019 8:00:00 PM,MIDATL,31529.6
11/5/2019 1:00:00 AM,11/4/2019 8:00:00 PM,11/5/2019 2:00:00 AM,11/4/2019 9:00:00 PM,MIDATL,30536.0
11/5/2019 2:00:00 AM,11/4/2019 9:00:00 PM,11/5/2019 3:00:00 AM,11/4/2019 10:00:00 PM,MIDATL,28993.2
11/5/2019 3:00:00 AM,11/4/2019 10:00:00 PM,11/5/2019 4:00:00 AM,11/4/2019 11:00:00 PM,MIDATL,26968.7
11/5/2019 4:00:00 AM,11/4/2019 11:00:00 PM,11/5/2019 5:00:00 AM,11/5/2019 12:00:00 AM,MIDATL,25295.7
11/5/2019 5:00:00 AM,11/5/2019 12:00:00 AM,11/5/2019 6:00:00 AM,11/5/2019 1:00:00 AM,MIDATL,24130.9
11/5/2019 6:00:00 AM,11/5/2019 1:00:00 AM,11/5/2019 7:00:00 AM,11/5/2019 2:00:00 AM,MIDATL,23525.8
11/5/2019 7:00:00 AM,11/5/2019 2:00:00 AM,11/5/2019 8:00:00 AM,11/5/2019 3:00:00 AM,MIDATL,23223.3
11/5/2019 8:00:00 AM,11/5/2019 3:00:00 AM,11/5/2019 9:00:00 AM,11/5/2019 4:00:00 AM,MIDATL,23345.2
11/5/2019 9:00:00 AM,11/5/2019 4:00:00 AM,11/5/2019 10:00:00 AM,11/5/2019 5:00:00 AM,MIDATL,24152.6
11/5/2019 10:00:00 AM,11/5/2019 5:00:00 AM,11/5/2019 11:00:00 AM,11/5/2019 6:00:00 AM,MIDATL,26178.0
11/5/2019 11:00:00 AM,11/5/2019 6:00:00 AM,11/5/2019 12:00:00 PM,11/5/2019 7:00:00 AM,MIDATL,29101.3
11/5/2019 12:00:00 PM,11/5/2019 7:00:00 AM,11/5/2019 1:00:00 PM,11/5/2019 8:00:00 AM,MIDATL,30113.3
11/5/2019 1:00:00 PM,11/5/2019 8:00:00 AM,11/5/2019 2:00:00 PM,11/5/2019 9:00:00 AM,MIDATL,29728.8
11/5/2019 2:00:00 PM,11/5/2019 9:00:00 AM,11/5/2019 3:00:00 PM,11/5/2019 10:00:00 AM,MIDATL,29215.3
11/5/2019 3:00:00 PM,11/5/2019 10:00:00 AM,11/5/2019 4:00:00 PM,11/5/2019 11:00:00 AM,MIDATL,29172.1
11/5/2019 4:00:00 PM,11/5/2019 11:00:00 AM,11/5/2019 5:00:00 PM,11/5/2019 12:00:00 PM,MIDATL,28932.1
11/5/2019 5:00:00 PM,11/5/2019 12:00:00 PM,11/5/2019 6:00:00 PM,11/5/2019 1:00:00 PM,MIDATL,28738.7
11/5/2019 6:00:00 PM,11/5/2019 1:00:00 PM,11/5/2019 7:00:00 PM,11/5/2019 2:00:00 PM,MIDATL,28754.0
11/5/2019 7:00:00 PM,11/5/2019 2:00:00 PM,11/5/2019 8:00:00 PM,11/5/2019 3:00:00 PM,MIDATL,28648.5
11/5/2019 8:00:00 PM,11/5/2019 3:00:00 PM,11/5/2019 9:00:00 PM,11/5/2019 4:00:00 PM,MIDATL,28675.0
11/5/2019 9:00:00 PM,11/5/2019 4:00:00 PM,11/5/2019 10:00:00 PM,11/5/2019 5:00:00 PM,MIDATL,29436.4
11/5/2019 10:00:00 PM,11/5/2019 5:00:00 PM,11/5/2019 11:00:00 PM,11/5/2019 6:00:00 PM,MIDATL,31401.7
11/5/2019 11:00:00 PM,11/5/2019 6:00:00 PM,11/6/2019 12:00:00 AM,11/5/2019 7:00:00 PM,MIDATL,31561.5
11/6/2019 12:00:00 AM,11/5/2019 7:00:00 PM,11/6/2019 1:00:00 AM,11/5/2019 8:00:00 PM,MIDATL,31138.0
11/6/2019 1:00:00 AM,11/5/2019 8:00:00 PM,11/6/2019 2:00:00 AM,11/5/2019 9:00:00 PM,MIDATL,30153.2
11/6/2019 2:00:00 AM,11/5/2019 9:00:00 PM,11/6/2019 3:00:00 AM,11/5/2019 10:00:00 PM,MIDATL,28719.3
11/6/2019 3:00:00 AM,11/5/2019 10:00:00 PM,11/6/2019 4:00:00 AM,11/5/2019 11:00:00 PM,MIDATL,26739.3
11/6/2019 4:00:00 AM,11/5/2019 11:00:00 PM,11/6/2019 5:00:00 AM,11/6/2019 12:00:00 AM,MIDATL,25057.7
11/6/2019 5:00:00 AM,11/6/2019 12:00:00 AM,11/6/2019 6:00:00 AM,11/6/2019 1:00:00 AM,MIDATL,23909.2
11/6/2019 6:00:00 AM,11/6/2019 1:00:00 AM,11/6/2019 7:00:00 AM,11/6/2019 2:00:00 AM,MIDATL,23322.0
11/6/2019 7:00:00 AM,11/6/2019 2:00:00 AM,11/6/2019 8:00:00 AM,11/6/2019 3:00:00 AM,MIDATL,23146.8
11/6/2019 8:00:00 AM,11/6/2019 3:00:00 AM,11/6/2019 9:00:00 AM,11/6/2019 4:00:00 AM,MIDATL,23355.8
11/6/2019 9:00:00 AM,11/6/2019 4:00:00 AM,11/6/2019 10:00:00 AM,11/6/2019 5:00:00 AM,MIDATL,24269.4
11/6/2019 10:00:00 AM,11/6/2019 5:00:00 AM,11/6/2019 11:00:00 AM,11/6/2019 6:00:00 AM,MIDATL,26505.3
11/6/2019 11:00:00 AM,11/6/2019 6:00:00 AM,11/6/2019 12:00:00 PM,11/6/2019 7:00:00 AM,MIDATL,29530.4
11/6/2019 12:00:00 PM,11/6/2019 7:00:00 AM,11/6/2019 1:00:00 PM,11/6/2019 8:00:00 AM,MIDATL,30623.8
11/6/2019 1:00:00 PM,11/6/2019 8:00:00 AM,11/6/2019 2:00:00 PM,11/6/2019 9:00:00 AM,MIDATL,29731.3
11/6/2019 2:00:00 PM,11/6/2019 9:00:00 AM,11/6/2019 3:00:00 PM,11/6/2019 10:00:00 AM,MIDATL,28818.3
11/6/2019 3:00:00 PM,11/6/2019 10:00:00 AM,11/6/2019 4:00:00 PM,11/6/2019 11:00:00 AM,MIDATL,28250.0
11/6/2019 4:00:00 PM,11/6/2019 11:00:00 AM,11/6/2019 5:00:00 PM,11/6/2019 12:00:00 PM,MIDATL,27823.1
11/6/2019 5:00:00 PM,11/6/2019 12:00:00 PM,11/6/2019 6:00:00 PM,11/6/2019 1:00:00 PM,MIDATL,27538.0
11/6/2019 6:00:00 PM,11/6/2019 1:00:00 PM,11/6/2019 7:00:00 PM,11/6/2019 2:00:00 PM,MIDATL,27597.7
11/6/2019 7:00:00 PM,11/6/2019 2:00:00 PM,11/6/2019 8:00:00 PM,11/6/2019 3:00:00 PM,MIDATL,27731.9
11/6/2019 8:00:00 PM,11/6/2019 3:00:00 PM,11/6/2019 9:00:00 PM,11/6/2019 4:00:00 PM,MIDATL,28278.4
11/6/2019 9:00:00 PM,11/6/2019 4:00:00 PM,11/6/2019 10:00:00 PM,11/6/2019 5:00:00 PM,MIDATL,29526.0
11/6/2019 10:00:00 PM,11/6/2019 5:00:00 PM,11/6/2019 11:00:00 PM,11/6/2019 6:00:00 PM,MIDATL,31649.4
11/6/2019 11:00:00 PM,11/6/2019 6:00:00 PM,11/7/2019 12:00:00 AM,11/6/2019 7:00:00 PM,MIDATL,31956.5
11/7/2019 12:00:00 AM,11/6/2019 7:00:00 PM,11/7/2019 1:00:00 AM,11/6/2019 8:00:00 PM,MIDATL,31607.8
11/7/2019 1:00:00 AM,11/6/2019 8:00:00 PM,11/7/2019 2:00:00 AM,11/6/2019 9:00:00 PM,MIDATL,30895.4
11/7/2019 2:00:00 AM,11/6/2019 9:00:00 PM,11/7/2019 3:00:00 AM,11/6/2019 10:00:00 PM,MIDATL,29603.3
11/7/2019 3:00:00 AM,11/6/2019 10:00:00 PM,11/7/2019 4:00:00 AM,11/6/2019 11:00:00 PM,MIDATL,27777.9
11/7/2019 4:00:00 AM,11/6/2019 11:00:00 PM,11/7/2019 5:00:00 AM,11/7/2019 12:00:00 AM,MIDATL,26137.0
11/7/2019 5:00:00 AM,11/7/2019 12:00:00 AM,11/7/2019 6:00:00 AM,11/7/2019 1:00:00 AM,MIDATL,24996.5
11/7/2019 6:00:00 AM,11/7/2019 1:00:00 AM,11/7/2019 7:00:00 AM,11/7/2019 2:00:00 AM,MIDATL,24409.0
11/7/2019 7:00:00 AM,11/7/2019 2:00:00 AM,11/7/2019 8:00:00 AM,11/7/2019 3:00:00 AM,MIDATL,24010.9
11/7/2019 8:00:00 AM,11/7/2019 3:00:00 AM,11/7/2019 9:00:00 AM,11/7/2019 4:00:00 AM,MIDATL,23980.8
11/7/2019 9:00:00 AM,11/7/2019 4:00:00 AM,11/7/2019 10:00:00 AM,11/7/2019 5:00:00 AM,MIDATL,24572.2
11/7/2019 10:00:00 AM,11/7/2019 5:00:00 AM,11/7/2019 11:00:00 AM,11/7/2019 6:00:00 AM,MIDATL,26392.7
11/7/2019 11:00:00 AM,11/7/2019 6:00:00 AM,11/7/2019 12:00:00 PM,11/7/2019 7:00:00 AM,MIDATL,29100.5
11/7/2019 12:00:00 PM,11/7/2019 7:00:00 AM,11/7/2019 1:00:00 PM,11/7/2019 8:00:00 AM,MIDATL,30421.9
11/7/2019 1:00:00 PM,11/7/2019 8:00:00 AM,11/7/2019 2:00:00 PM,11/7/2019 9:00:00 AM,MIDATL,30407.9
11/7/2019 2:00:00 PM,11/7/2019 9:00:00 AM,11/7/2019 3:00:00 PM,11/7/2019 10:00:00 AM,MIDATL,30314.9
11/7/2019 3:00:00 PM,11/7/2019 10:00:00 AM,11/7/2019 4:00:00 PM,11/7/2019 11:00:00 AM,MIDATL,30148.1
11/7/2019 4:00:00 PM,11/7/2019 11:00:00 AM,11/7/2019 5:00:00 PM,11/7/2019 12:00:00 PM,MIDATL,29958.8
11/7/2019 5:00:00 PM,11/7/2019 12:00:00 PM,11/7/2019 6:00:00 PM,11/7/2019 1:00:00 PM,MIDATL,29660.4
11/7/2019 6:00:00 PM,11/7/2019 1:00:00 PM,11/7/2019 7:00:00 PM,11/7/2019 2:00:00 PM,MIDATL,29607.9
11/7/2019 7:00:00 PM,11/7/2019 2:00:00 PM,11/7/2019 8:00:00 PM,11/7/2019 3:00:00 PM,MIDATL,29608.4
11/7/2019 8:00:00 PM,11/7/2019 3:00:00 PM,11/7/2019 9:00:00 PM,11/7/2019 4:00:00 PM,MIDATL,29865.3
11/7/2019 9:00:00 PM,11/7/2019 4:00:00 PM,11/7/2019 10:00:00 PM,11/7/2019 5:00:00 PM,MIDATL,31013.9
11/7/2019 10:00:00 PM,11/7/2019 5:00:00 PM,11/7/2019 11:00:00 PM,11/7/2019 6:00:00 PM,MIDATL,32315.9
11/7/2019 11:00:00 PM,11/7/2019 6:00:00 PM,11/8/2019 12:00:00 AM,11/7/2019 7:00:00 PM,MIDATL,32075.1
11/8/2019 12:00:00 AM,11/7/2019 7:00:00 PM,11/8/2019 1:00:00 AM,11/7/2019 8:00:00 PM,MIDATL,31472.0
11/8/2019 1:00:00 AM,11/7/2019 8:00:00 PM,11/8/2019 2:00:00 AM,11/7/2019 9:00:00 PM,MIDATL,30647.7
11/8/2019 2:00:00 AM,11/7/2019 9:00:00 PM,11/8/2019 3:00:00 AM,11/7/2019 10:00:00 PM,MIDATL,29346.4
11/8/2019 3:00:00 AM,11/7/2019 10:00:00 PM,11/8/2019 4:00:00 AM,11/7/2019 11:00:00 PM,MIDATL,27527.2
11/8/2019 4:00:00 AM,11/7/2019 11:00:00 PM,11/8/2019 5:00:00 AM,11/8/2019 12:00:00 AM,MIDATL,25952.5
11/8/2019 5:00:00 AM,11/8/2019 12:00:00 AM,11/8/2019 6:00:00 AM,11/8/2019 1:00:00 AM,MIDATL,24926.7
