datetime_beginning_utc,datetime_beginning_ept,datetime_ending_utc,datetime_ending_ept,load_area,prelim_load_avg_hourly
11/8/2019 6:00:00 AM,11/8/2019 1:00:00 AM,11/8/2019 7:00:00 AM,11/8/2019 2:00:00 AM,MIDATL,24472.1
11/8/2019 7:00:00 AM,11/8/2019 2:00:00 AM,11/8/2019 8:00:00 AM,11/8/2019 3:00:00 AM,MIDATL,24382.3
11/8/2019 8:00:00 AM,11/8/2019 3:00:00 AM,11/8/2019 9:00:00 AM,11/8/2019 4:00:00 AM,MIDATL,24730.0
11/8/2019 9:00:00 AM,11/8/2019 4:00:00 AM,11/8/2019 10:00:00 AM,11/8/2019 5:00:00 AM,MIDATL,25670.5
11/8/2019 10:00:00 AM,11/8/2019 5:00:00 AM,11/8/2019 11:00:00 AM,11/8/2019 6:00:00 AM,MIDATL,27911.4
11/8/2019 11:00:00 AM,11/8/2019 6:00:00 AM,11/8/2019 12:00:00 PM,11/8/2019 7:00:00 AM,MIDATL,30929.3
11/8/2019 12:00:00 PM,11/8/2019 7:00:00 AM,11/8/2019 1:00:00 PM,11/8/2019 8:00:00 AM,MIDATL,32197.1
11/8/2019 1:00:00 PM,11/8/2019 8:00:00 AM,11/8/2019 2:00:00 PM,11/8/2019 9:00:00 AM,MIDATL,31756.4
11/8/2019 2:00:00 PM,11/8/2019 9:00:00 AM,11/8/2019 3:00:00 PM,11/8/2019 10:00:00 AM,MIDATL,31177.6
11/8/2019 3:00:00 PM,11/8/2019 10:00:00 AM,11/8/2019 4:00:00 PM,11/8/2019 11:00:00 AM,MIDATL,30686.5
11/8/2019 4:00:00 PM,11/8/2019 11:00:00 AM,11/8/2019 5:00:00 PM,11/8/2019 12:00:00 PM,MIDATL,30291.7
11/8/2019 5:00:00 PM,11/8/2019 12:00:00 PM,11/8/2019 6:00:00 PM,11/8/2019 1:00:00 PM,MIDATL,30001.6
11/8/2019 6:00:00 PM,11/8/2019 1:00:00 PM,11/8/2019 7:00:00 PM,11/8/2019 2:00:00 PM,MIDATL,30041.1
11/8/2019 7:00:00 PM,11/8/2019 2:00:00 PM,11/8/2019 8:00:00 PM,11/8/2019 3:00:00 PM,MIDATL,30188.6
11/8/2019 8:00:00 PM,11/8/2019 3:00:00 PM,11/8/2019 9:00:00 PM,11/8/2019 4:00:00 PM,MIDATL,30860.0
11/8/2019 9:00:00 PM,11/8/2019 4:00:00 PM,11/8/2019 10:00:00 PM,11/8/2019 5:00:00 PM,MIDATL,32383.2
11/8/2019 10:00:00 PM,11/8/2019 5:00:00 PM,11/8/2019 11:00:00 PM,11/8/2019 6:00:00 PM,MIDATL,34475.5
11/8/2019 11:00:00 PM,11/8/2019 6:00:00 PM,11/9/2019 12:00:00 AM,11/8/2019 7:00:00 PM,MIDATL,34471.2
11/9/2019 12:00:00 AM,11/8/2019 7:00:00 PM,11/9/2019 1:00:00 AM,11/8/2019 8:00:00 PM,MIDATL,34049.9
11/9/2019 1:00:00 AM,11/8/2019 8:00:00 PM,11/9/2019 2:00:00 AM,11/8/2019 9:00:00 PM,MIDATL,33403.2
11/9/2019 2:00:00 AM,11/8/2019 9:00:00 PM,11/9/2019 3:00:00 AM,11/8/2019 10:00:00 PM,MIDATL,32412.2
11/9/2019 3:00:00 AM,11/8/2019 10:00:00 PM,11/9/2019 4:00:00 AM,11/8/2019 11:00:00 PM,MIDATL,30916.7
11/9/2019 4:00:00 AM,11/8/2019 11:00:00 PM,11/9/2019 5:00:00 AM,11/9/2019 12:00:00 AM,MIDATL,29495.2
11/9/2019 5:00:00 AM,11/9/2019 12:00:00 AM,11/9/2019 6:00:00 AM,11/9/2019 1:00:00 AM,MIDATL,28448.4
11/9/2019 6:00:00 AM,11/9/2019 1:00:00 AM,11/9/2019 7:00:00 AM,11/9/2019 2:00:00 AM,MIDATL,27907.0
11/9/2019 7:00:00 AM,11/9/2019 2:00:00 AM,11/9/2019 8:00:00 AM,11/9/2019 3:00:00 AM,MIDATL,27734.8
11/9/2019 8:00:00 AM,11/9/2019 3:00:00 AM,11/9/2019 9:00:00 AM,11/9/2019 4:00:00 AM,MIDATL,27852.4
11/9/2019 9:00:00 AM,11/9/2019 4:00:00 AM,11/9/2019 10:00:00 AM,11/9/2019 5:00:00 AM,MIDATL,28332.5
11/9/2019 10:00:00 AM,11/9/2019 5:00:00 AM,11/9/2019 11:00:00 AM,11/9/2019 6:00:00 AM,MIDATL,29353.3
11/9/2019 11:00:00 AM,11/9/2019 6:00:00 AM,11/9/2019 12:00:00 PM,11/9/2019 7:00:00 AM,MIDATL,30685.7
11/9/2019 12:00:00 PM,11/9/2019 7:00:00 AM,11/9/2019 1:00:00 PM,11/9/2019 8:00:00 AM,MIDATL,31473.1
11/9/2019 1:00:00 PM,11/9/2019 8:00:00 AM,11/9/2019 2:00:00 PM,11/9/2019 9:00:00 AM,MIDATL,31272.9
11/9/2019 2:00:00 PM,11/9/2019 9:00:00 AM,11/9/2019 3:00:00 PM,11/9/2019 10:00:00 AM,MIDATL,30509.0
11/9/2019 3:00:00 PM,11/9/2019 10:00:00 AM,11/9/2019 4:00:00 PM,11/9/2019 11:00:00 AM,MIDATL,29640.7
11/9/2019 4:00:00 PM,11/9/2019 11:00:00 AM,11/9/2019 5:00:00 PM,11/9/2019 12:00:00 PM,MIDATL,29029.2
11/9/2019 5:00:00 PM,11/9/2019 12:00:00 PM,11/9/2019 6:00:00 PM,11/9/2019 1:00:00 PM,MIDATL,28403.2
11/9/2019 6:00:00 PM,11/9/2019 1:00:00 PM,11/9/2019 7:00:00 PM,11/9/2019 2:00:00 PM,MIDATL,27806.9
11/9/2019 7:00:00 PM,11/9/2019 2:00:00 PM,11/9/2019 8:00:00 PM,11/9/2019 3:00:00 PM,MIDATL,27809.5
11/9/2019 8:00:00 PM,11/9/2019 3:00:00 PM,11/9/2019 9:00:00 PM,11/9/2019 4:00:00 PM,MIDATL,28471.8
11/9/2019 9:00:00 PM,11/9/2019 4:00:00 PM,11/9/2019 10:00:00 PM,11/9/2019 5:00:00 PM,MIDATL,30003.0
11/9/2019 10:00:00 PM,11/9/2019 5:00:00 PM,11/9/2019 11:00:00 PM,11/9/2019 6:00:00 PM,MIDATL,32154.1
11/9/2019 11:00:00 PM,11/9/2019 6:00:00 PM,11/10/2019 12:00:00 AM,11/9/2019 7:00:00 PM,MIDATL,32384.9
11/10/2019 12:00:00 AM,11/9/2019 7:00:00 PM,11/10/2019 1:00:00 AM,11/9/2019 8:00:00 PM,MIDATL,32151.4
11/10/2019 1:00:00 AM,11/9/2019 8:00:00 PM,11/10/2019 2:00:00 AM,11/9/2019 9:00:00 PM,MIDATL,31720.0
11/10/2019 2:00:00 AM,11/9/2019 9:00:00 PM,11/10/2019 3:00:00 AM,11/9/2019 10:00:00 PM,MIDATL,30906.6
11/10/2019 3:00:00 AM,11/9/2019 10:00:00 PM,11/10/2019 4:00:00 AM,11/9/2019 11:00:00 PM,MIDATL,29674.1
11/10/2019 4:00:00 AM,11/9/2019 11:00:00 PM,11/10/2019 5:00:00 AM,11/10/2019 12:00:00 AM,MIDATL,28358.2
11/10/2019 5:00:00 AM,11/10/2019 12:00:00 AM,11/10/2019 6:00:00 AM,11/10/2019 1:00:00 AM,MIDATL,27247.0
11/10/2019 6:00:00 AM,11/10/2019 1:00:00 AM,11/10/2019 7:00:00 AM,11/10/2019 2:00:00 AM,MIDATL,26517.6
11/10/2019 7:00:00 AM,11/10/2019 2:00:00 AM,11/10/2019 8:00:00 AM,11/10/2019 3:00:00 AM,MIDATL,25997.2
11/10/2019 8:00:00 AM,11/10/2019 3:00:00 AM,11/10/2019 9:00:00 AM,11/10/2019 4:00:00 AM,MIDATL,25785.6
11/10/2019 9:00:00 AM,11/10/2019 4:00:00 AM,11/10/2019 10:00:00 AM,11/10/2019 5:00:00 AM,MIDATL,25912.1
11/10/2019 10:00:00 AM,11/10/2019 5:00:00 AM,11/10/2019 11:00:00 AM,11/10/2019 6:00:00 AM,MIDATL,26434.6
11/10/2019 11:00:00 AM,11/10/2019 6:00:00 AM,11/10/2019 12:00:00 PM,11/10/2019 7:00:00 AM,MIDATL,27211.0
11/10/2019 12:00:00 PM,11/10/2019 7:00:00 AM,11/10/2019 1:00:00 PM,11/10/2019 8:00:00 AM,MIDATL,27957.9
11/10/2019 1:00:00 PM,11/10/2019 8:00:00 AM,11/10/2019 2:00:00 PM,11/10/2019 9:00:00 AM,MIDATL,28482.5
11/10/2019 2:00:00 PM,11/10/2019 9:00:00 AM,11/10/2019 3:00:00 PM,11/10/2019 10:00:00 AM,MIDATL,28203.6
11/10/2019 3:00:00 PM,11/10/2019 10:00:00 AM,11/10/2019 4:00:00 PM,11/10/2019 11:00:00 AM,MIDATL,27557.2
11/10/2019 4:00:00 PM,11/10/2019 11:00:00 AM,11/10/2019 5:00:00 PM,11/10/2019 12:00:00 PM,MIDATL,27211.8
11/10/2019 5:00:00 PM,11/10/2019 12:00:00 PM,11/10/2019 6:00:00 PM,11/10/2019 1:00:00 PM,MIDATL,26681.3
11/10/2019 6:00:00 PM,11/10/2019 1:00:00 PM,11/10/2019 7:00:00 PM,11/10/2019 2:00:00 PM,MIDATL,26716.9
11/10/2019 7:00:00 PM,11/10/2019 2:00:00 PM,11/10/2019 8:00:00 PM,11/10/2019 3:00:00 PM,MIDATL,26873.0
11/10/2019 8:00:00 PM,11/10/2019 3:00:00 PM,11/10/2019 9:00:00 PM,11/10/2019 4:00:00 PM,MIDATL,27115.2
11/10/2019 9:00:00 PM,11/10/2019 4:00:00 PM,11/10/2019 10:00:00 PM,11/10/2019 5:00:00 PM,MIDATL,28319.3
11/10/2019 10:00:00 PM,11/10/2019 5:00:00 PM,11/10/2019 11:00:00 PM,11/10/2019 6:00:00 PM,MIDATL,30392.9
11/10/2019 11:00:00 PM,11/10/2019 6:00:00 PM,11/11/2019 12:00:00 AM,11/10/2019 7:00:00 PM,MIDATL,30629.7
11/11/2019 12:00:00 AM,11/10/2019 7:00:00 PM,11/11/2019 1:00:00 AM,11/10/2019 8:00:00 PM,MIDATL,30259.8
11/11/2019 1:00:00 AM,11/10/2019 8:00:00 PM,11/11/2019 2:00:00 AM,11/10/2019 9:00:00 PM,MIDATL,29641.3
11/11/2019 2:00:00 AM,11/10/2019 9:00:00 PM,11/11/2019 3:00:00 AM,11/10/2019 10:00:00 PM,MIDATL,28427.7
11/11/2019 3:00:00 AM,11/10/2019 10:00:00 PM,11/11/2019 4:00:00 AM,11/10/2019 11:00:00 PM,MIDATL,26933.7
11/11/2019 4:00:00 AM,11/10/2019 11:00:00 PM,11/11/2019 5:00:00 AM,11/11/2019 12:00:00 AM,MIDATL,25489.7
11/11/2019 5:00:00 AM,11/11/2019 12:00:00 AM,11/11/2019 6:00:00 AM,11/11/2019 1:00:00 AM,MIDATL,24499.7
11/11/2019 6:00:00 AM,11/11/2019 1:00:00 AM,11/11/2019 7:00:00 AM,11/11/2019 2:00:00 AM,MIDATL,23973.4
11/11/2019 7:00:00 AM,11/11/2019 2:00:00 AM,11/11/2019 8:00:00 AM,11/11/2019 3:00:00 AM,MIDATL,23860.7
11/11/2019 8:00:00 AM,11/11/2019 3:00:00 AM,11/11/2019 9:00:00 AM,11/11/2019 4:00:00 AM,MIDATL,24077.1
11/11/2019 9:00:00 AM,11/11/2019 4:00:00 AM,11/11/2019 10:00:00 AM,11/11/2019 5:00:00 AM,MIDATL,25002.3
11/11/2019 10:00:00 AM,11/11/2019 5:00:00 AM,11/11/2019 11:00:00 AM,11/11/2019 6:00:00 AM,MIDATL,27020.0
11/11/2019 11:00:00 AM,11/11/2019 6:00:00 AM,11/11/2019 12:00:00 PM,11/11/2019 7:00:00 AM,MIDATL,29879.9
11/11/2019 12:00:00 PM,11/11/2019 7:00:00 AM,11/11/2019 1:00:00 PM,11/11/2019 8:00:00 AM,MIDATL,31052.1
11/11/2019 1:00:00 PM,11/11/2019 8:00:00 AM,11/11/2019 2:00:00 PM,11/11/2019 9:00:00 AM,MIDATL,30497.5
11/11/2019 2:00:00 PM,11/11/2019 9:00:00 AM,11/11/2019 3:00:00 PM,11/11/2019 10:00:00 AM,MIDATL,29532.2
11/11/2019 3:00:00 PM,11/11/2019 10:00:00 AM,11/11/2019 4:00:00 PM,11/11/2019 11:00:00 AM,MIDATL,28956.4
11/11/2019 4:00:00 PM,11/11/2019 11:00:00 AM,11/11/2019 5:00:00 PM,11/11/2019 12:00:00 PM,MIDATL,28506.9
11/11/2019 5:00:00 PM,11/11/2019 12:00:00 PM,11/11/2019 6:00:00 PM,11/11/2019 1:00:00 PM,MIDATL,28158.9
11/11/2019 6:00:00 PM,11/11/2019 1:00:00 PM,11/11/2019 7:00:00 PM,11/11/2019 2:00:00 PM,MIDATL,28156.7
11/11/2019 7:00:00 PM,11/11/2019 2:00:00 PM,11/11/2019 8:00:00 PM,11/11/2019 3:00:00 PM,MIDATL,28186.4
11/11/2019 8:00:00 PM,11/11/2019 3:00:00 PM,11/11/2019 9:00:00 PM,11/11/2019 4:00:00 PM,MIDATL,28546.5
11/11/2019 9:00:00 PM,11/11/2019 4:00:00 PM,11/11/2019 10:00:00 PM,11/11/2019 5:00:00 PM,MIDATL,29668.7
11/11/2019 10:00:00 PM,11/11/2019 5:00:00 PM,11/11/2019 11:00:00 PM,11/11/2019 6:00:00 PM,MIDATL,31734.8
11/11/2019 11:00:00 PM,11/11/2019 6:00:00 PM,11/12/2019 12:00:00 AM,11/11/2019 7:00:00 PM,MIDATL,31681.6
11/12/2019 12:00:00 AM,11/11/2019 7:00:00 PM,11/12/2019 1:00:00 AM,11/11/2019 8:00:00 PM,MIDATL,31090.7
11/12/2019 1:00:00 AM,11/11/2019 8:00:00 PM,11/12/2019 2:00:00 AM,11/11/2019 9:00:00 PM,MIDATL,30144.3
11/12/2019 2:00:00 AM,11/11/2019 9:00:00 PM,11/12/2019 3:00:00 AM,11/11/2019 10:00:00 PM,MIDATL,28658.3
11/12/2019 3:00:00 AM,11/11/2019 10:00:00 PM,11/12/2019 4:00:00 AM,11/11/2019 11:00:00 PM,MIDATL,26637.9
11/12/2019 4:00:00 AM,11/11/2019 11:00:00 PM,11/12/2019 5:00:00 AM,11/12/2019 12:00:00 AM,MIDATL,24875.6
11/12/2019 5:00:00 AM,11/12/2019 12:00:00 AM,11/12/2019 6:00:00 AM,11/12/2019 1:00:00 AM,MIDATL,23576.5
11/12/2019 6:00:00 AM,11/12/2019 1:00:00 AM,11/12/2019 7:00:00 AM,11/12/2019 2:00:00 AM,MIDATL,22865.7
11/12/2019 7:00:00 AM,11/12/2019 2:00:00 AM,11/12/2019 8:00:00 AM,11/12/2019 3:00:00 AM,MIDATL,22553.3
11/12/2019 8:00:00 AM,11/12/2019 3:00:00 AM,11/12/2019 9:00:00 AM,11/12/2019 4:00:00 AM,MIDATL,22515.7
11/12/2019 9:00:00 AM,11/12/2019 4:00:00 AM,11/12/2019 10:00:00 AM,11/12/2019 5:00:00 AM,MIDATL,23169.3
11/12/2019 10:00:00 AM,11/12/2019 5:00:00 AM,11/12/2019 11:00:00 AM,11/12/2019 6:00:00 AM,MIDATL,25153.6
11/12/2019 11:00:00 AM,11/12/2019 6:00:00 AM,11/12/2019 12:00:00 PM,11/12/2019 7:00:00 AM,MIDATL,28307.3
11/12/2019 12:00:00 PM,11/12/2019 7:00:00 AM,11/12/2019 1:00:00 PM,11/12/2019 8:00:00 AM,MIDATL,30247.6
11/12/2019 1:00:00 PM,11/12/2019 8:00:00 AM,11/12/2019 2:00:00 PM,11/12/2019 9:00:00 AM,MIDATL,31096.6
11/12/2019 2:00:00 PM,11/12/2019 9:00:00 AM,11/12/2019 3:00:00 PM,11/12/2019 10:00:00 AM,MIDATL,31718.6
11/12/2019 3:00:00 PM,11/12/2019 10:00:00 AM,11/12/2019 4:00:00 PM,11/12/2019 11:00:00 AM,MIDATL,32357.6
11/12/2019 4:00:00 PM,11/12/2019 11:00:00 AM,11/12/2019 5:00:00 PM,11/12/2019 12:00:00 PM,MIDATL,32819.2
11/12/2019 5:00:00 PM,11/12/2019 12:00:00 PM,11/12/2019 6:00:00 PM,11/12/2019 1:00:00 PM,MIDATL,33209.7
11/12/2019 6:00:00 PM,11/12/2019 1:00:00 PM,11/12/2019 7:00:00 PM,11/12/2019 2:00:00 PM,MIDATL,33526.0
11/12/2019 7:00:00 PM,11/12/2019 2:00:00 PM,11/12/2019 8:00:00 PM,11/12/2019 3:00:00 PM,MIDATL,33459.4
11/12/2019 8:00:00 PM,11/12/2019 3:00:00 PM,11/12/2019 9:00:00 PM,11/12/2019 4:00:00 PM,MIDATL,33610.6
11/12/2019 9:00:00 PM,11/12/2019 4:00:00 PM,11/12/2019 10:00:00 PM,11/12/2019 5:00:00 PM,MIDATL,34815.6
11/12/2019 10:00:00 PM,11/12/2019 5:00:00 PM,11/12/2019 11:00:00 PM,11/12/2019 6:00:00 PM,MIDATL,37028.1
11/12/2019 11:00:00 PM,11/12/2019 6:00:00 PM,11/13/2019 12:00:00 AM,11/12/2019 7:00:00 PM,MIDATL,37249.2
11/13/2019 12:00:00 AM,11/12/2019 7:00:00 PM,11/13/2019 1:00:00 AM,11/12/2019 8:00:00 PM,MIDATL,36902.0
11/13/2019 1:00:00 AM,11/12/2019 8:00:00 PM,11/13/2019 2:00:00 AM,11/12/2019 9:00:00 PM,MIDATL,36227.4
11/13/2019 2:00:00 AM,11/12/2019 9:00:00 PM,11/13/2019 3:00:00 AM,11/12/2019 10:00:00 PM,MIDATL,34896.5
11/13/2019 3:00:00 AM,11/12/2019 10:00:00 PM,11/13/2019 4:00:00 AM,11/12/2019 11:00:00 PM,MIDATL,32940.8
11/13/2019 4:00:00 AM,11/12/2019 11:00:00 PM,11/13/2019 5:00:00 AM,11/13/2019 12:00:00 AM,MIDATL,31308.2
11/13/2019 5:00:00 AM,11/13/2019 12:00:00 AM,11/13/2019 6:00:00 AM,11/13/2019 1:00:00 AM,MIDATL,30264.4
11/13/2019 6:00:00 AM,11/13/2019 1:00:00 AM,11/13/2019 7:00:00 AM,11/13/2019 2:00:00 AM,MIDATL,29886.2
11/13/2019 7:00:00 AM,11/13/2019 2:00:00 AM,11/13/2019 8:00:00 AM,11/13/2019 3:00:00 AM,MIDATL,29802.6
11/13/2019 8:00:00 AM,11/13/2019 3:00:00 AM,11/13/2019 9:00:00 AM,11/13/2019 4:00:00 AM,MIDATL,30102.2
11/13/2019 9:00:00 AM,11/13/2019 4:00:00 AM,11/13/2019 10:00:00 AM,11/13/2019 5:00:00 AM,MIDATL,31101.7
11/13/2019 10:00:00 AM,11/13/2019 5:00:00 AM,11/13/2019 11:00:00 AM,11/13/2019 6:00:00 AM,MIDATL,33421.8
11/13/2019 11:00:00 AM,11/13/2019 6:00:00 AM,11/13/2019 12:00:00 PM,11/13/2019 7:00:00 AM,MIDATL,36670.3
11/13/2019 12:00:00 PM,11/13/2019 7:00:00 AM,11/13/2019 1:00:00 PM,11/13/2019 8:00:00 AM,MIDATL,37661.1
11/13/2019 1:00:00 PM,11/13/2019 8:00:00 AM,11/13/2019 2:00:00 PM,11/13/2019 9:00:00 AM,MIDATL,36315.1
11/13/2019 2:00:00 PM,11/13/2019 9:00:00 AM,11/13/2019 3:00:00 PM,11/13/2019 10:00:00 AM,MIDATL,34941.5
11/13/2019 3:00:00 PM,11/13/2019 10:00:00 AM,11/13/2019 4:00:00 PM,11/13/2019 11:00:00 AM,MIDATL,33973.4
11/13/2019 4:00:00 PM,11/13/2019 11:00:00 AM,11/13/2019 5:00:00 PM,11/13/2019 12:00:00 PM,MIDATL,33220.4
11/13/2019 5:00:00 PM,11/13/2019 12:00:00 PM,11/13/2019 6:00:00 PM,11/13/2019 1:00:00 PM,MIDATL,32671.1
11/13/2019 6:00:00 PM,11/13/2019 1:00:00 PM,11/13/2019 7:00:00 PM,11/13/2019 2:00:00 PM,MIDATL,32471.8
11/13/2019 7:00:00 PM,11/13/2019 2:00:00 PM,11/13/2019 8:00:00 PM,11/13/2019 3:00:00 PM,MIDATL,32579.6
11/13/2019 8:00:00 PM,11/13/2019 3:00:00 PM,11/13/2019 9:00:00 PM,11/13/2019 4:00:00 PM,MIDATL,33434.1
11/13/2019 9:00:00 PM,11/13/2019 4:00:00 PM,11/13/2019 10:00:00 PM,11/13/2019 5:00:00 PM,MIDATL,35395.3
11/13/2019 10:00:00 PM,11/13/2019 5:00:00 PM,11/13/2019 11:00:00 PM,11/13/2019 6:00:00 PM,MIDATL,37926.0
11/13/2019 11:00:00 PM,11/13/2019 6:00:00 PM,11/14/2019 12:00:00 AM,11/13/2019 7:00:00 PM,MIDATL,38169.1
11/14/2019 12:00:00 AM,11/13/2019 7:00:00 PM,11/14/2019 1:00:00 AM,11/13/2019 8:00:00 PM,MIDATL,37860.3
11/14/2019 1:00:00 AM,11/13/2019 8:00:00 PM,11/14/2019 2:00:00 AM,11/13/2019 9:00:00 PM,MIDATL,37106.6
11/14/2019 2:00:00 AM,11/13/2019 9:00:00 PM,11/14/2019 3:00:00 AM,11/13/2019 10:00:00 PM,MIDATL,35684.0
11/14/2019 3:00:00 AM,11/13/2019 10:00:00 PM,11/14/2019 4:00:00 AM,11/13/2019 11:00:00 PM,MIDATL,33465.7
11/14/2019 4:00:00 AM,11/13/2019 11:00:00 PM,11/14/2019 5:00:00 AM,11/14/2019 12:00:00 AM,MIDATL,31697.3
11/14/2019 5:00:00 AM,11/14/2019 12:00:00 AM,11/14/2019 6:00:00 AM,11/14/2019 1:00:00 AM,MIDATL,30446.8
11/14/2019 6:00:00 AM,11/14/2019 1:00:00 AM,11/14/2019 7:00:00 AM,11/14/2019 2:00:00 AM,MIDATL,29915.8
11/14/2019 7:00:00 AM,11/14/2019 2:00:00 AM,11/14/2019 8:00:00 AM,11/14/2019 3:00:00 AM,MIDATL,29805.3
11/14/2019 8:00:00 AM,11/14/2019 3:00:00 AM,11/14/2019 9:00:00 AM,11/14/2019 4:00:00 AM,MIDATL,30067.1
11/14/2019 9:00:00 AM,11/14/2019 4:00:00 AM,11/14/2019 10:00:00 AM,11/14/2019 5:00:00 AM,MIDATL,30974.9
11/14/2019 10:00:00 AM,11/14/2019 5:00:00 AM,11/14/2019 11:00:00 AM,11/14/2019 6:00:00 AM,MIDATL,33275.9
11/14/2019 11:00:00 AM,11/14/2019 6:00:00 AM,11/14/2019 12:00:00 PM,11/14/2019 7:00:00 AM,MIDATL,36483.6
11/14/2019 12:00:00 PM,11/14/2019 7:00:00 AM,11/14/2019 1:00:00 PM,11/14/2019 8:00:00 AM,MIDATL,37422.3
11/14/2019 1:00:00 PM,11/14/2019 8:00:00 AM,11/14/2019 2:00:00 PM,11/14/2019 9:00:00 AM,MIDATL,36400.7
11/14/2019 2:00:00 PM,11/14/2019 9:00:00 AM,11/14/2019 3:00:00 PM,11/14/2019 10:00:00 AM,MIDATL,35153.8
11/14/2019 3:00:00 PM,11/14/2019 10:00:00 AM,11/14/2019 4:00:00 PM,11/14/2019 11:00:00 AM,MIDATL,34270.6
11/14/2019 4:00:00 PM,11/14/2019 11:00:00 AM,11/14/2019 5:00:00 PM,11/14/2019 12:00:00 PM,MIDATL,33521.7
11/14/2019 5:00:00 PM,11/14/2019 12:00:00 PM,11/14/2019 6:00:00 PM,11/14/2019 1:00:00 PM,MIDATL,32582.0
11/14/2019 6:00:00 PM,11/14/2019 1:00:00 PM,11/14/2019 7:00:00 PM,11/14/2019 2:00:00 PM,MIDATL,32172.4
11/14/2019 7:00:00 PM,11/14/2019 2:00:00 PM,11/14/2019 8:00:00 PM,11/14/2019 3:00:00 PM,MIDATL,32176.7
11/14/2019 8:00:00 PM,11/14/2019 3:00:00 PM,11/14/2019 9:00:00 PM,11/14/2019 4:00:00 PM,MIDATL,32787.8
11/14/2019 9:00:00 PM,11/14/2019 4:00:00 PM,11/14/2019 10:00:00 PM,11/14/2019 5:00:00 PM,MIDATL,34186.3
11/14/2019 10:00:00 PM,11/14/2019 5:00:00 PM,11/14/2019 11:00:00 PM,11/14/2019 6:00:00 PM,MIDATL,36202.2
11/14/2019 11:00:00 PM,11/14/2019 6:00:00 PM,11/15/2019 12:00:00 AM,11/14/2019 7:00:00 PM,MIDATL,36281.8
11/15/2019 12:00:00 AM,11/14/2019 7:00:00 PM,11/15/2019 1:00:00 AM,11/14/2019 8:00:00 PM,MIDATL,35808.4
11/15/2019 1:00:00 AM,11/14/2019 8:00:00 PM,11/15/2019 2:00:00 AM,11/14/2019 9:00:00 PM,MIDATL,34980.8
11/15/2019 2:00:00 AM,11/14/2019 9:00:00 PM,11/15/2019 3:00:00 AM,11/14/2019 10:00:00 PM,MIDATL,33445.7
11/15/2019 3:00:00 AM,11/14/2019 10:00:00 PM,11/15/2019 4:00:00 AM,11/14/2019 11:00:00 PM,MIDATL,31292.4
11/15/2019 4:00:00 AM,11/14/2019 11:00:00 PM,11/15/2019 5:00:00 AM,11/15/2019 12:00:00 AM,MIDATL,29529.4
