evaluated_at_datetime_utc,evaluated_at_datetime_ept,forecast_datetime_beginning_utc,forecast_datetime_beginning_ept,forecast_datetime_ending_utc,forecast_datetime_ending_ept,forecast_area,forecast_load_mw
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/24/2019 4:00:00 PM,11/24/2019 11:00:00 AM,11/24/2019 5:00:00 PM,11/24/2019 12:00:00 PM,PEPCO/MIDATL,3038
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/24/2019 5:00:00 PM,11/24/2019 12:00:00 PM,11/24/2019 6:00:00 PM,11/24/2019 1:00:00 PM,PEPCO/MIDATL,3033
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/24/2019 6:00:00 PM,11/24/2019 1:00:00 PM,11/24/2019 7:00:00 PM,11/24/2019 2:00:00 PM,PEPCO/MIDATL,3039
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/24/2019 7:00:00 PM,11/24/2019 2:00:00 PM,11/24/2019 8:00:00 PM,11/24/2019 3:00:00 PM,PEPCO/MIDATL,3056
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/24/2019 8:00:00 PM,11/24/2019 3:00:00 PM,11/24/2019 9:00:00 PM,11/24/2019 4:00:00 PM,PEPCO/MIDATL,3111
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/24/2019 9:00:00 PM,11/24/2019 4:00:00 PM,11/24/2019 10:00:00 PM,11/24/2019 5:00:00 PM,PEPCO/MIDATL,3243
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/24/2019 10:00:00 PM,11/24/2019 5:00:00 PM,11/24/2019 11:00:00 PM,11/24/2019 6:00:00 PM,PEPCO/MIDATL,3457
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/24/2019 11:00:00 PM,11/24/2019 6:00:00 PM,11/25/2019 12:00:00 AM,11/24/2019 7:00:00 PM,PEPCO/MIDATL,3525
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/25/2019 12:00:00 AM,11/24/2019 7:00:00 PM,11/25/2019 1:00:00 AM,11/24/2019 8:00:00 PM,PEPCO/MIDATL,3510
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/25/2019 1:00:00 AM,11/24/2019 8:00:00 PM,11/25/2019 2:00:00 AM,11/24/2019 9:00:00 PM,PEPCO/MIDATL,3445
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/25/2019 2:00:00 AM,11/24/2019 9:00:00 PM,11/25/2019 3:00:00 AM,11/24/2019 10:00:00 PM,PEPCO/MIDATL,3330
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/25/2019 3:00:00 AM,11/24/2019 10:00:00 PM,11/25/2019 4:00:00 AM,11/24/2019 11:00:00 PM,PEPCO/MIDATL,3166
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/25/2019 4:00:00 AM,11/24/2019 11:00:00 PM,11/25/2019 5:00:00 AM,11/25/2019 12:00:00 AM,PEPCO/MIDATL,2986
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/25/2019 5:00:00 AM,11/25/2019 12:00:00 AM,11/25/2019 6:00:00 AM,11/25/2019 1:00:00 AM,PEPCO/MIDATL,2829
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/25/2019 6:00:00 AM,11/25/2019 1:00:00 AM,11/25/2019 7:00:00 AM,11/25/2019 2:00:00 AM,PEPCO/MIDATL,2761
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/25/2019 7:00:00 AM,11/25/2019 2:00:00 AM,11/25/2019 8:00:00 AM,11/25/2019 3:00:00 AM,PEPCO/MIDATL,2745
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/25/2019 8:00:00 AM,11/25/2019 3:00:00 AM,11/25/2019 9:00:00 AM,11/25/2019 4:00:00 AM,PEPCO/MIDATL,2779
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/25/2019 9:00:00 AM,11/25/2019 4:00:00 AM,11/25/2019 10:00:00 AM,11/25/2019 5:00:00 AM,PEPCO/MIDATL,2915
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/25/2019 10:00:00 AM,11/25/2019 5:00:00 AM,11/25/2019 11:00:00 AM,11/25/2019 6:00:00 AM,PEPCO/MIDATL,3211
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/25/2019 11:00:00 AM,11/25/2019 6:00:00 AM,11/25/2019 12:00:00 PM,11/25/2019 7:00:00 AM,PEPCO/MIDATL,3576
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/25/2019 12:00:00 PM,11/25/2019 7:00:00 AM,11/25/2019 1:00:00 PM,11/25/2019 8:00:00 AM,PEPCO/MIDATL,3730
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/25/2019 1:00:00 PM,11/25/2019 8:00:00 AM,11/25/2019 2:00:00 PM,11/25/2019 9:00:00 AM,PEPCO/MIDATL,3675
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/25/2019 2:00:00 PM,11/25/2019 9:00:00 AM,11/25/2019 3:00:00 PM,11/25/2019 10:00:00 AM,PEPCO/MIDATL,3574
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/25/2019 3:00:00 PM,11/25/2019 10:00:00 AM,11/25/2019 4:00:00 PM,11/25/2019 11:00:00 AM,PEPCO/MIDATL,3489
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/25/2019 4:00:00 PM,11/25/2019 11:00:00 AM,11/25/2019 5:00:00 PM,11/25/2019 12:00:00 PM,PEPCO/MIDATL,3423
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/25/2019 5:00:00 PM,11/25/2019 12:00:00 PM,11/25/2019 6:00:00 PM,11/25/2019 1:00:00 PM,PEPCO/MIDATL,3385
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/25/2019 6:00:00 PM,11/25/2019 1:00:00 PM,11/25/2019 7:00:00 PM,11/25/2019 2:00:00 PM,PEPCO/MIDATL,3372
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/25/2019 7:00:00 PM,11/25/2019 2:00:00 PM,11/25/2019 8:00:00 PM,11/25/2019 3:00:00 PM,PEPCO/MIDATL,3371
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/25/2019 8:00:00 PM,11/25/2019 3:00:00 PM,11/25/2019 9:00:00 PM,11/25/2019 4:00:00 PM,PEPCO/MIDATL,3436
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/25/2019 9:00:00 PM,11/25/2019 4:00:00 PM,11/25/2019 10:00:00 PM,11/25/2019 5:00:00 PM,PEPCO/MIDATL,3578
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/25/2019 10:00:00 PM,11/25/2019 5:00:00 PM,11/25/2019 11:00:00 PM,11/25/2019 6:00:00 PM,PEPCO/MIDATL,3801
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/25/2019 11:00:00 PM,11/25/2019 6:00:00 PM,11/26/2019 12:00:00 AM,11/25/2019 7:00:00 PM,PEPCO/MIDATL,3790
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/26/2019 12:00:00 AM,11/25/2019 7:00:00 PM,11/26/2019 1:00:00 AM,11/25/2019 8:00:00 PM,PEPCO/MIDATL,3705
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/26/2019 1:00:00 AM,11/25/2019 8:00:00 PM,11/26/2019 2:00:00 AM,11/25/2019 9:00:00 PM,PEPCO/MIDATL,3549
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/26/2019 2:00:00 AM,11/25/2019 9:00:00 PM,11/26/2019 3:00:00 AM,11/25/2019 10:00:00 PM,PEPCO/MIDATL,3380
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/26/2019 3:00:00 AM,11/25/2019 10:00:00 PM,11/26/2019 4:00:00 AM,11/25/2019 11:00:00 PM,PEPCO/MIDATL,3163
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/26/2019 4:00:00 AM,11/25/2019 11:00:00 PM,11/26/2019 5:00:00 AM,11/26/2019 12:00:00 AM,PEPCO/MIDATL,2958
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/26/2019 5:00:00 AM,11/26/2019 12:00:00 AM,11/26/2019 6:00:00 AM,11/26/2019 1:00:00 AM,PEPCO/MIDATL,2829
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/26/2019 6:00:00 AM,11/26/2019 1:00:00 AM,11/26/2019 7:00:00 AM,11/26/2019 2:00:00 AM,PEPCO/MIDATL,2751
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/26/2019 7:00:00 AM,11/26/2019 2:00:00 AM,11/26/2019 8:00:00 AM,11/26/2019 3:00:00 AM,PEPCO/MIDATL,2725
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/26/2019 8:00:00 AM,11/26/2019 3:00:00 AM,11/26/2019 9:00:00 AM,11/26/2019 4:00:00 AM,PEPCO/MIDATL,2747
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/26/2019 9:00:00 AM,11/26/2019 4:00:00 AM,11/26/2019 10:00:00 AM,11/26/2019 5:00:00 AM,PEPCO/MIDATL,2865
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/26/2019 10:00:00 AM,11/26/2019 5:00:00 AM,11/26/2019 11:00:00 AM,11/26/2019 6:00:00 AM,PEPCO/MIDATL,3163
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/26/2019 11:00:00 AM,11/26/2019 6:00:00 AM,11/26/2019 12:00:00 PM,11/26/2019 7:00:00 AM,PEPCO/MIDATL,3547
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/26/2019 12:00:00 PM,11/26/2019 7:00:00 AM,11/26/2019 1:00:00 PM,11/26/2019 8:00:00 AM,PEPCO/MIDATL,3704
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/26/2019 1:00:00 PM,11/26/2019 8:00:00 AM,11/26/2019 2:00:00 PM,11/26/2019 9:00:00 AM,PEPCO/MIDATL,3621
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/26/2019 2:00:00 PM,11/26/2019 9:00:00 AM,11/26/2019 3:00:00 PM,11/26/2019 10:00:00 AM,PEPCO/MIDATL,3476
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/26/2019 3:00:00 PM,11/26/2019 10:00:00 AM,11/26/2019 4:00:00 PM,11/26/2019 11:00:00 AM,PEPCO/MIDATL,3367
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/26/2019 4:00:00 PM,11/26/2019 11:00:00 AM,11/26/2019 5:00:00 PM,11/26/2019 12:00:00 PM,PEPCO/MIDATL,3291
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/26/2019 5:00:00 PM,11/26/2019 12:00:00 PM,11/26/2019 6:00:00 PM,11/26/2019 1:00:00 PM,PEPCO/MIDATL,3248
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/26/2019 6:00:00 PM,11/26/2019 1:00:00 PM,11/26/2019 7:00:00 PM,11/26/2019 2:00:00 PM,PEPCO/MIDATL,3230
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/26/2019 7:00:00 PM,11/26/2019 2:00:00 PM,11/26/2019 8:00:00 PM,11/26/2019 3:00:00 PM,PEPCO/MIDATL,3236
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/26/2019 8:00:00 PM,11/26/2019 3:00:00 PM,11/26/2019 9:00:00 PM,11/26/2019 4:00:00 PM,PEPCO/MIDATL,3299
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/26/2019 9:00:00 PM,11/26/2019 4:00:00 PM,11/26/2019 10:00:00 PM,11/26/2019 5:00:00 PM,PEPCO/MIDATL,3437
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/26/2019 10:00:00 PM,11/26/2019 5:00:00 PM,11/26/2019 11:00:00 PM,11/26/2019 6:00:00 PM,PEPCO/MIDATL,3642
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/26/2019 11:00:00 PM,11/26/2019 6:00:00 PM,11/27/2019 12:00:00 AM,11/26/2019 7:00:00 PM,PEPCO/MIDATL,3612
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/27/2019 12:00:00 AM,11/26/2019 7:00:00 PM,11/27/2019 1:00:00 AM,11/26/2019 8:00:00 PM,PEPCO/MIDATL,3508
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/27/2019 1:00:00 AM,11/26/2019 8:00:00 PM,11/27/2019 2:00:00 AM,11/26/2019 9:00:00 PM,PEPCO/MIDATL,3367
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/27/2019 2:00:00 AM,11/26/2019 9:00:00 PM,11/27/2019 3:00:00 AM,11/26/2019 10:00:00 PM,PEPCO/MIDATL,3214
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/27/2019 3:00:00 AM,11/26/2019 10:00:00 PM,11/27/2019 4:00:00 AM,11/26/2019 11:00:00 PM,PEPCO/MIDATL,3006
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/27/2019 4:00:00 AM,11/26/2019 11:00:00 PM,11/27/2019 5:00:00 AM,11/27/2019 12:00:00 AM,PEPCO/MIDATL,2801
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/27/2019 5:00:00 AM,11/27/2019 12:00:00 AM,11/27/2019 6:00:00 AM,11/27/2019 1:00:00 AM,PEPCO/MIDATL,2621
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/27/2019 6:00:00 AM,11/27/2019 1:00:00 AM,11/27/2019 7:00:00 AM,11/27/2019 2:00:00 AM,PEPCO/MIDATL,2534
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/27/2019 7:00:00 AM,11/27/2019 2:00:00 AM,11/27/2019 8:00:00 AM,11/27/2019 3:00:00 AM,PEPCO/MIDATL,2499
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/27/2019 8:00:00 AM,11/27/2019 3:00:00 AM,11/27/2019 9:00:00 AM,11/27/2019 4:00:00 AM,PEPCO/MIDATL,2507
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/27/2019 9:00:00 AM,11/27/2019 4:00:00 AM,11/27/2019 10:00:00 AM,11/27/2019 5:00:00 AM,PEPCO/MIDATL,2606
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/27/2019 10:00:00 AM,11/27/2019 5:00:00 AM,11/27/2019 11:00:00 AM,11/27/2019 6:00:00 AM,PEPCO/MIDATL,2883
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/27/2019 11:00:00 AM,11/27/2019 6:00:00 AM,11/27/2019 12:00:00 PM,11/27/2019 7:00:00 AM,PEPCO/MIDATL,3262
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/27/2019 12:00:00 PM,11/27/2019 7:00:00 AM,11/27/2019 1:00:00 PM,11/27/2019 8:00:00 AM,PEPCO/MIDATL,3447
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/27/2019 1:00:00 PM,11/27/2019 8:00:00 AM,11/27/2019 2:00:00 PM,11/27/2019 9:00:00 AM,PEPCO/MIDATL,3420
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/27/2019 2:00:00 PM,11/27/2019 9:00:00 AM,11/27/2019 3:00:00 PM,11/27/2019 10:00:00 AM,PEPCO/MIDATL,3349
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/27/2019 3:00:00 PM,11/27/2019 10:00:00 AM,11/27/2019 4:00:00 PM,11/27/2019 11:00:00 AM,PEPCO/MIDATL,3281
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/27/2019 4:00:00 PM,11/27/2019 11:00:00 AM,11/27/2019 5:00:00 PM,11/27/2019 12:00:00 PM,PEPCO/MIDATL,3230
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/27/2019 5:00:00 PM,11/27/2019 12:00:00 PM,11/27/2019 6:00:00 PM,11/27/2019 1:00:00 PM,PEPCO/MIDATL,3207
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/27/2019 6:00:00 PM,11/27/2019 1:00:00 PM,11/27/2019 7:00:00 PM,11/27/2019 2:00:00 PM,PEPCO/MIDATL,3206
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/27/2019 7:00:00 PM,11/27/2019 2:00:00 PM,11/27/2019 8:00:00 PM,11/27/2019 3:00:00 PM,PEPCO/MIDATL,3223
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/27/2019 8:00:00 PM,11/27/2019 3:00:00 PM,11/27/2019 9:00:00 PM,11/27/2019 4:00:00 PM,PEPCO/MIDATL,3288
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/27/2019 9:00:00 PM,11/27/2019 4:00:00 PM,11/27/2019 10:00:00 PM,11/27/2019 5:00:00 PM,PEPCO/MIDATL,3430
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/27/2019 10:00:00 PM,11/27/2019 5:00:00 PM,11/27/2019 11:00:00 PM,11/27/2019 6:00:00 PM,PEPCO/MIDATL,3630
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/27/2019 11:00:00 PM,11/27/2019 6:00:00 PM,11/28/2019 12:00:00 AM,11/27/2019 7:00:00 PM,PEPCO/MIDATL,3606
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/28/2019 12:00:00 AM,11/27/2019 7:00:00 PM,11/28/2019 1:00:00 AM,11/27/2019 8:00:00 PM,PEPCO/MIDATL,3514
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/28/2019 1:00:00 AM,11/27/2019 8:00:00 PM,11/28/2019 2:00:00 AM,11/27/2019 9:00:00 PM,PEPCO/MIDATL,3384
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/28/2019 2:00:00 AM,11/27/2019 9:00:00 PM,11/28/2019 3:00:00 AM,11/27/2019 10:00:00 PM,PEPCO/MIDATL,3240
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/28/2019 3:00:00 AM,11/27/2019 10:00:00 PM,11/28/2019 4:00:00 AM,11/27/2019 11:00:00 PM,PEPCO/MIDATL,3049
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/28/2019 4:00:00 AM,11/27/2019 11:00:00 PM,11/28/2019 5:00:00 AM,11/28/2019 12:00:00 AM,PEPCO/MIDATL,2858
